pn,qty
CAB11717,17
CAB11718,6
CAB11719,5
CAB11720,17
CAB11721,5
CAB11722,14
CAB11723,14
CAB11724,3
CAB11725,3
CAB11726,0
CAB11727,0
CAB11728,0
CAB11729,0
CAB11730,0
CAB11731,29
CAB11732,0
CAB11733,0
CAB11734,0
CAB11735,0
CAB11736,10
CAB11754,89
CAB11755,77
CAB11756,55
CAB11757,91
CAB11758,65
CAB11759,57
CAB11760,70
CAB11761,186
CAB11762,25
CAB11763,51
CAB11764,10
CAB11765,3
CAB11766,98
CAB11767,30
CAB11768,83
CAB11769,3
CAB11770,33
CAB11771,91
CAB11772,222
CAB11773,3
CAB11774,0
CAB11775,0
CAB11776,3
CAB11777,1
CAB11778,0
CAB11779,0
CAB11780,0
CAB11781,0
CAB11782,0
CAB11783,0
CAB11784,4
CAB11785,1
CAB11786,6
CAB11787,0
CAB11788,12
CAB11789,6
CAB11790,11
CAB11791,77
CAB11792,30
CAB11793,47
CAB11794,6
CAB11795,48
CAB11796,45
CAB11797,33
CAB11798,234
CAB11799,4
CAB11800,1
CAB11801,1
CAB11802,1
CAB11803,0
CAB11804,0
CAB11805,6
CAB11806,9
CAB11807,3
CAB11808,12
CAB11809,12
CAB11810,0
CAB11811,9
CAB11812,4
CAB11813,0
CAB11814,0
CAB11815,11
CAB11816,0
CAB11817,9
CAB11818,0
CAB11819,0
CAB11820,0
CAB11821,20
CAB11822,0
CAB11823,3
CAB11824,0
CAB11825,0
CAB11826,0
CAB11827,0
CAB11828,2
CAB11829,0
CAB11830,0
CAB11831,3
CAB11832,1
CAB11833,4
CAB11834,3
CAB11835,0
CAB11836,3
CAB11837,3
CAB11838,0
CAB11839,0
CAB11840,0
CAB11841,0
CAB11842,3
CAB11843,0
CAB11844,0
CAB11845,3
CAB11846,3
CAB11847,4
CAB11848,0
CAB11849,2
CAB11850,0
CAB11851,0
CAB11852,0
CAB11853,0
CAB11854,4
CAB11855,0
CAB11856,0
CAB11858,2
CAB11859,3
CAB11860,3
CAB11861,1
CAB11862,0
CAB11863,0
CAB11864,17
CAB11865,3
CAB11866,2
CAB11867,3
CAB11868,0
CAB11869,0
CAB11870,7
CAB11871,13
CAB11872,11
CAB11873,82
CAB11874,0
CAB11875,0
CAB11876,0
CAB11877,92
CAB11878,6
CAB11879,0
CAB11880,0
CAB11881,0
CAB11882,0
CAB11883,6
CAB11884,23
CAB11885,38
CAB11886,6
CAB11887,7
CAB11888,13
CAB11889,6
CAB11893,14
CAB11894,0
CAB11895,0
CAB11896,0
CAB11897,2
CAB11898,0
CAB11899,0
CAB11900,0
CAB11901,0
CAB11902,0
CAB11903,0
CAB11904,0
CAB11905,0
CAB11906,0
CAB11907,0
CAB11908,0
CAB11909,0
CAB11910,0
CAB11911,0
CAB11912,0
CAB11913,0
CAB11914,0
CAB11915,0
CAB11916,0
CAB11917,0
CAB11918,0
CAB11919,0
CAB11920,0
CAB11921,0
CAB11922,0
CAB11923,0
CAB11924,0
CAB11925,0
CAB11926,0
CAB11927,0
CAB11928,0
CAB11929,1
CAB11930,0
CAB11931,42
CAB11932,0
CAB11933,0
CAB11934,0
CAB11935,0
CAB11936,0
CAB11937,0
CAB11938,0
CAB11939,0
CAB11940,0
CAB11941,0
CAB11942,0
CAB11943,0
CAB11944,0
CAB11945,0
CAB11948,0
CAB11949,0
CAB11951,0
CAB11952,0
CAB11953,0
CAB11954,8
CAB11955,10
CAB11956,0
CAB11957,0
CAB11958,0
CAB11959,0
CAB11960,0
CAB11961,0
CAB11962,0
CAB11963,0
CAB11964,0
CAB11965,0
CAB11966,0
CAB11967,0
CAB11968,0
CAB11969,0
CAB11970,0
CAB11971,0
CAB11972,0
CAB11973,0
CAB11974,0
CAB11975,101
CAB11976,48
CAB11977,0
CAB11978,128
CAB11979,28
CAB11980,120
CAB11981,4
CAB11982,0
CAB11983,0
CAB11984,1
CAB11985,0
CAB11986,0
CAB11987,1
CAB11988,0
CAB11989,30
CAB11990,0
CAB11991,0
CAB11992,0
CAB11993,0
CAB11994,37
CAB11995,11
CAB11996,0
CAB11997,0
CAB11998,0
CAB11999,22
CAB12000,37
CAB12001,0
CAB12002,15
CAB12003,0
CAB12004,0
CAB12005,2
CAB12006,1
CAB12007,0
CAB12008,0
CAB12009,1
CAB12010,0
CAB12011,1
CAB12012,1
CAB12013,1
CAB12014,0
CAB12015,0
CAB12016,0
CAB12017,0
CAB12019,0
CAB12020,0
CAB12022,24
CAB12023,20
CAB12025,2
CAB12026,9
CAB12027,0
CAB12029,2
CAB12030,22
CAB12031,0
CAB12032,0
CAB12033,0
CAB12034,0
CAB12035,0
CAB12036,0
CAB12037,0
CAB12038,0
CAB12039,0
CAB12040,0
CAB12041,0
CAB12042,0
CAB12043,0
CAB12044,0
CAB12045,0
CAB12046,0
CAB12047,0
CAB12048,0
CAB12049,0
CAB12050,0
CAB12051,0
CAB12052,0
CAB12053,0
CAB12054,0
CAB12055,0
CAB12056,0
CAB12057,0
CAB12058,0
CAB12059,0
CAB12060,0
CAB12061,0
CAB12062,0
CAB12063,0
CAB12064,0
CAB12065,0
CAB12066,0
CAB12067,0
CAB12068,5
CAB12071,0
CAB12072,0
CAB12074,0
CAB12077,0
CAB12078,16
CAB12079,12
CAB12080,4
CAB12081,0
CAB12083,0
CAB12084,0
CAB12085,0
CAB12086,0
CAB12087,0
CAB12088,0
CAB12089,0
CAB12090,0
CAB12091,0
CAB12092,3
CAB12093,0
CAB12094,0
CAB12095,4
CAB12096,4
CAB12097,1
CAB12098,0
CAB12099,4
CAB12100,0
CAB12101,0
CAB12102,3
CAB12103,0
CAB12104,3
CAB12105,3
CAB12106,4
CAB12107,3
CAB12108,4
CAB12109,0
CAB12110,4
CAB12111,3
CAB12112,1
CAB12113,4
CAB12114,6
CAB12115,4
CAB12116,4
CAB12117,4
CAB12118,6
CAB12119,4
CAB12172,0
CAB12173,5
CAB12174,0
CAB12175,0
CAB12176,4
CAB12177,0
CAB12178,0
CAB12180,4
CAB12181,6
CAB12182,6
CAB12183,7
CAB12184,10
CAB12185,0
CAB12186,0
CAB12187,0
CAB12193,0
CAB12194,22
CAB12195,6
CAB12196,0
CAB12197,0
CAB12198,0
CAB12199,0
CAB12200,0
CAB12201,0
CAB12202,0
CAB12203,0
CAB12204,0
CAB12205,0
CAB12206,0
CAB12207,0
CAB12208,0
CAB12209,0
CAB12210,1
CAB12211,0
CAB12212,0
CAB12213,0
CAB12214,0
CAB12215,0
CAB12216,0
CAB12217,0
CAB12218,0
CAB12219,4
CAB12220,0
CAB12221,0
CAB12222,0
CAB12223,4
CAB12224,14
CAB12225,0
CAB12226,0
CAB12227,0
CAB12231,0
CAB12232,28
CAB12333,1
CAB12334,9
CAB12335,0
CAB12336,0
CAB12337,0
CAB12338,0
CAB12339,0
CAB12340,0
CAB12341,0
CAB12342,0
CAB12343,0
CAB12344,0
CAB12345,0
CAB12346,0
CAB12347,0
CAB12348,0
CAB12349,0
CAB12350,0
CAB12351,1
CAB12352,0
CAB12353,0
CAB12354,0
CAB12355,0
CAB12356,1
CAB12357,1
CAB12358,0
CAB12359,0
CAB12360,0
CAB12361,1
CAB12362,2
CAB12363,0
CAB12364,0
CAB12365,0
CAB12366,3
CAB12367,31
CAB12368,0
CAB12369,2
CAB12370,0
CAB12372,0
CAB12373,0
CAB12374,0
CAB12375,0
CAB12376,0
CAB12377,0
CAB12378,0
CAB12379,0
CAB12380,2
CAB12381,0
CAB12382,2
CAB12383,0
CAB12384,0
CAB12385,0
CAB12386,0
CAB12387,0
CAB12388,0
CAB12389,0
CAB12390,0
CAB12391,0
CAB12392,24
CAB12393,22
CAB12394,48
CAB12395,6
CAB12396,6
CAB12397,0
CAB12398,0
CAB12399,0
CAB12400,0
CAB12401,0
CAB12402,0
CAB12403,0
CAB12404,0
CAB12405,0
CAB12406,0
CAB12407,0
CAB12408,0
CAB12409,0
CAB12410,0
CAB12411,0
CAB12412,0
CAB12413,7
CAB12415,14
CAB12416,2
CAB12417,0
CAB12418,0
CAB12420,0
CAB12423,0
CAB12424,0
CAB12425,0
CAB12426,0
CAB12427,0
CAB12428,0
CAB12430,5
CAB12431,20
CAB12432,5
CAB12433,11
CAB12434,4
CAB12435,9
CAB12436,0
CAB12437,0
CAB12438,0
CAB12439,1
CAB12440,0
CAB12442,0
CAB12443,0
CAB12444,0
CAB12445,0
CAB12446,0
CAB12447,0
CAB12448,0
CAB12449,0
CAB12450,38
CAB12451,60
CAB12452,0
CAB12453,0
CAB12454,0
CAB12455,0
CAB12456,0
CAB12457,0
CAB12458,0
CAB12459,0
CAB12460,0
CAB12461,8
CAB12462,0
CAB12463,0
CAB12464,0
CAB12465,0
CAB12466,0
CAB12467,0
CAB12468,0
CAB12469,3
CAB12470,0
CAB12472,0
CAB12473,0
CAB12476,0
CAB12477,17
CAB12478,9
CAB12479,0
CAB12480,0
CAB12496,0
CAB12497,0
CAB12498,0
CAB12499,0
CAB12500,0
CAB12501,0
CAB12502,0
CAB12503,0
CAB12504,0
CAB12505,0
CAB12506,0
CAB12507,0
CAB12508,0
CAB12509,0
CAB12510,0
CAB12511,0
CAB12512,0
CAB12513,0
CAB12514,0
CAB12515,0
CAB12518,6
CAB12519,3
CAB12617,22
CAB12618,22
CAB12619,2
CAB12620,2
CAB12622,0
CAB12627,0
CAB12628,0
CAB12629,0
CAB12631,0
CAB12632,0
CAB12633,1
CAB12634,0
CAB12635,0
CAB12636,0
CAB12637,0
CAB12639,2
CAB12640,0
CAB12641,2
CAB12642,0
CAB12643,2
CAB12644,2
CAB12645,3
CAB12646,2
CAB12647,0
CAB12648,0
CAB12649,2
CAB12650,0
CAB12651,0
CAB12652,0
CAB12653,0
CAB12654,0
CAB12655,6
CAB12656,0
CAB12657,0
CAB12658,2
CAB12659,0
CAB12660,0
CAB12661,0
CAB12662,0
CAB12663,0
CAB12664,0
CAB12665,20
CAB12716,0
CAB12718,5
CAB12720,0
CAB12721,0
CAB12722,0
CAB12723,0
CAB12724,3
CAB12728,57
CAB12730,0
CAB12733,0
CAB12734,0
CAB12735,0
CAB12736,20
CAB12737,0
CAB12738,18
CAB12739,6
CAB12740,6
CAB12742,3
CAB12743,41
CAB12744,0
CAB12745,0
CAB12746,0
CAB12748,14
CAB12749,14
CAB12750,0
CAB12751,8
CAB12752,0
CAB12753,8
CAB12754,0
CAB12755,0
CAB12756,14
CAB12757,13
CAB12758,1
CAB12759,0
CAB12760,6
CAB12761,0
CAB12762,0
CAB12764,0
CAB12769,0
CAB12779,5
CAB12780,0
CAB12781,0
CAB12782,0
CAB12784,0
CAB12785,0
CAB12786,3
CAB12787,4
CAB12788,0
CAB12789,0
CAB12790,1
CAB12791,1
CAB12792,3
CAB12793,4
CAB12794,3
CAB12795,3
CAB12796,3
CAB12797,0
CAB12798,3
CAB12799,3
CAB12800,13
CAB12801,3
CAB12802,4
CAB12803,3
CAB12804,3
CAB12805,3
CAB12806,3
CAB12807,3
CAB12808,3
CAB12809,3
CAB12810,3
CAB12811,3
CAB12812,3
CAB12813,3
CAB12814,3
CAB12815,3
CAB12816,4
CAB12817,8
CAB12818,4
CAB12819,3
CAB12820,3
CAB12821,3
CAB12822,0
CAB12823,0
CAB12824,4
CAB12825,3
CAB12826,3
CAB12827,3
CAB12828,3
CAB12829,3
CAB12830,3
CAB12837,0
CAB12838,0
CAB12839,0
CAB12840,0
CAB12841,6
CAB12842,9
CAB12843,5
CAB12844,6
CAB12847,0
CAB12848,3
CAB12849,3
CAB12852,4
CAB12853,3
CAB12854,3
CAB12855,3
CAB12856,3
CAB12857,3
CAB12858,4
CAB12859,0
CAB12860,3
CAB12861,4
CAB12862,4
CAB12863,2
CAB12864,2
CAB12865,13
CAB12882,0
CAB12883,0
CAB12884,27
CAB12885,0
CAB12886,2
CAB12887,20
CAB12888,8
CAB12889,0
CAB12890,1
CAB12891,1
CAB12892,1
CAB12893,1
CAB12894,1
CAB12895,1
CAB12896,4
CAB12897,1
CAB12898,1
CAB12899,1
CAB12900,7
CAB12901,7
CAB12902,13
CAB12903,0
CAB12904,0
CAB12905,2
CAB12906,5
CAB12907,0
CAB12908,0
CAB12909,0
CAB12910,0
CAB12911,0
CAB12912,0
CAB12913,0
CAB12916,0
CAB12917,0
CAB12918,0
CAB12919,0
CAB12920,6
CAB12921,6
CAB12922,6
CAB12923,6
CAB12924,0
CAB12928,0
CAB12929,0
CAB12930,0
CAB12931,0
CAB12932,0
CAB12963,0
CAB12964,0
CAB12965,0
CAB12966,0
CAB12967,2
CAB12969,0
CAB12970,1
CAB12971,1
CAB12972,0
CAB12973,0
CAB12974,0
CAB12975,0
CAB12976,0
CAB12977,5
CAB12978,0
CAB12983,1
CAB12984,0
CAB12985,0
CAB12986,0
CAB12987,0
CAB12988,0
CAB12989,0
CAB12990,0
CAB12992,22
CAB12993,0
CAB12994,0
CAB12995,11
CAB12996,16
CAB12997,0
CAB12998,11
CAB12999,0
CAB13000,0
CAB13001,0
CAB13003,0
CAB13004,12
CAB13005,5
CAB13006,28
CAB13007,80
CAB13008,64
CAB13009,0
CAB13010,9
CAB13011,4
CAB13012,0
CAB13013,0
CAB13014,0
CAB13015,0
CAB13016,0
CAB13017,0
CAB13018,0
CAB13019,4
CAB13020,0
CAB13021,0
CAB13022,0
CAB13023,25
CAB13024,0
CAB13025,8
CAB13026,24
CAB13027,6
CAB13028,7
CAB13029,5
CAB13030,32
CAB13031,14
CAB13032,0
CAB13033,0
CAB13037,0
CAB13038,0
CAB13039,0
CAB13040,0
CAB13041,0
CAB13042,81
CAB13043,82
CAB13044,69
CAB13045,7
CAB13046,44
CAB13047,0
CAB13048,14
CAB13049,5
CAB13050,0
CAB13051,11
CAB13052,1
CAB13053,0
CAB13054,14
CAB13055,17
CAB13056,0
CAB13057,0
CAB13058,10
CAB13059,30
CAB13060,105
CAB13061,12
CAB13062,23
CAB13063,11
CAB13064,23
CAB13065,12
CAB13066,0
CAB13067,0
CAB13068,0
CAB13069,0
CAB13070,0
CAB13071,1
CAB13072,9
CAB13073,4
CAB13074,9
CAB13075,9
CAB13076,12
CAB13079,0
CAB13080,0
CAB13081,2
CAB13082,2
CAB13083,0
CAB13084,0
CAB13085,0
CAB13086,0
CAB13087,0
CAB13088,3
CAB13089,0
CAB13090,0
CAB13091,0
CAB13092,0
CAB13093,0
CAB13094,0
CAB13095,0
CAB13096,0
CAB13097,0
CAB13098,0
CAB13099,0
CAB13100,0
CAB13101,0
CAB13102,0
CAB13103,0
CAB13104,0
CAB13105,0
CAB13106,0
CAB13107,0
CAB13108,0
CAB13109,0
CAB13110,0
CAB13111,0
CAB13112,0
CAB13113,0
CAB13114,0
CAB13115,0
CAB13116,3
CAB13118,0
CAB13119,0
CAB13120,0
CAB13121,0
CAB13122,8
CAB13123,5
CAB13124,18
CAB13125,1
CAB13126,96
CAB13130,0
CAB13131,0
CAB13132,0
CAB13133,0
CAB13134,0
CAB13135,0
CAB13136,2
CAB13138,0
CAB13139,0
CAB13140,5
CAB13141,5
CAB13142,14
CAB13143,13
CAB13144,0
CAB13145,0
CAB13146,0
CAB13147,0
CAB13148,0
CAB13149,4
CAB13150,0
CAB13151,0
CAB13152,0
CAB13153,0
CAB13154,0
CAB13155,0
CAB13156,0
CAB13160,0
CAB13161,0
CAB13164,0
CAB13165,0
CAB13166,0
CAB13167,4
CAB13168,0
CAB13169,0
CAB13170,3
CAB13171,0
CAB13172,3
CAB13173,0
CAB13174,0
CAB13175,1
CAB13176,1
CAB13177,0
CAB13178,1
CAB13179,0
CAB13203,0
CAB13204,0
CAB13205,0
CAB13206,1
CAB13207,0
CAB13208,0
CAB13209,0
CAB13210,0
CAB13211,0
CAB13212,0
CAB13213,0
CAB13214,0
CAB13215,0
CAB13216,0
CAB13217,0
CAB13218,0
CAB13219,0
CAB13220,0
CAB13221,0
CAB13222,0
CAB13223,0
CAB13224,0
CAB13225,0
CAB13226,0
CAB13227,0
CAB13228,0
CAB13229,0
CAB13230,0
CAB13231,0
CAB13232,0
CAB13233,0
CAB13234,0
CAB13235,0
CAB13236,0
CAB13237,0
CAB13238,0
CAB13239,0
CAB13240,0
CAB13241,0
CAB13242,0
CAB13243,0
CAB13244,0
CAB13245,0
CAB13246,0
CAB13247,4
CAB13248,0
CAB13249,0
CAB13251,0
CAB13252,0
CAB13254,0
CAB13255,0
CAB13256,0
CAB13257,0
CAB13258,0
CAB13259,0
CAB13260,0
CAB13261,0
CAB13262,1
CAB13263,0
CAB13264,0
CAB13265,0
CAB13266,0
CAB13267,0
CAB13268,0
CAB13269,0
CAB13270,0
CAB13271,0
CAB13274,0
CAB13275,0
CAB13276,0
CAB13277,0
CAB13278,0
CAB13279,1
CAB13280,1
CAB13282,0
CAB13283,0
CAB13284,0
CAB13286,0
CAB13287,0
CAB13288,0
CAB13289,0
CAB13290,0
CAB13291,0
CAB13292,0
CAB13293,0
CAB13294,0
CAB13295,0
CAB13296,0
CAB13298,0
CAB13299,0
CAB13300,0
CAB13301,0
CAB13302,0
CAB13304,24
CAB13305,0
CAB13306,1
CAB13307,1
CAB13308,1
CAB13309,0
CAB13313,0
CAB13314,0
CAB13315,2
CAB13316,3
CAB13317,4
CAB13318,4
CAB13319,9
CAB13320,7
CAB13321,4
CAB13322,4
CAB13323,7
CAB13324,0
CAB13325,4
CAB13326,4
CAB13327,4
CAB13328,0
CAB13329,0
CAB13360,0
CAB13361,0
CAB13362,0
CAB13363,0
CAB13364,0
CAB13365,0
CAB13366,0
CAB13368,0
CAB13384,0
CAB13385,0
CAB20014,0
CAB20016,0
CAB20017,0
CAB20049,0
CAB20050,0
CAB20053,0
CAB20055,0
CAB20057,0
CAB20058,0
CAB20060,0
CAB20064,0
CAB20067,0
CAB20068,2
CAB20069,2
CAB20070,2
CAB20071,2
CAB20072,0
CAB20073,0
CAB20074,0
CAB20075,0
CAB20080,0
CAB20082,0
CAB20092,0
CAB20104,0
CAB20108,0
CAB20110,0
CAB20111,0
CAB20112,0
CAB20113,0
CAB20117,0
CAB20118,0
CAB20119,0
CAB20120,0
CAB20122,0
CAB20124,0
CAB20125,0
CAB20128,2
CAB20130,0
CAB20131,2
CAB20132,0
CAB20133,0
CAB20135,0
CAB20136,2
CAB20138,2
CAB20139,0
CAB20141,0
CAB20142,0
CAB20143,0
CAB20144,0
CAB20146,0
CAB20148,0
CAB20150,0
CAB20151,2
CAB20152,0
CAB20153,2
CAB20154,0
CAB20155,0
CAB20156,0
CAB20157,2
CAB20161,0
CAB20163,0
CAB20168,0
CAB20169,0
CAB20200,0
CAB20201,0
CAB20202,0
CAB20203,0
CAB20204,4
CAB20205,0
CAB20206,0
CAB20207,0
CAB20208,0
CAB20209,0
CAB20210,0
CAB20211,0
CAB20212,0
CAB20213,0
CAB20214,0
CAB20215,0
CAB20216,0
CAB20217,0
CAB20218,0
CAB20219,0
CAB20220,0
CAB20222,0
CAB20223,0
CAB20225,0
CAB20228,1
CAB20229,1
CAB20230,1
CAB20231,0
CAB20232,0
CAB20233,0
CAB20234,0
CAB20235,0
CAB20236,0
CAB20237,0
CAB20238,0
CAB20239,0
CAB20240,0
CAB20241,0
CAB20242,0
CAB20245,0
CAB20246,0
CAB20247,0
CAB20248,0
CAB20249,0
CAB20250,0
CAB20251,0
CAB20253,0
CAB20254,0
CAB20255,0
CAB20256,0
CAB20257,0
CAB20260,0
CAB20261,0
CAB20263,0
CAB20264,0
CAB20268,0
CAB20269,0
CAB20272,0
CAB20276,0
CAB20300,2
CAB20301,0
CAB20302,0
CAB20303,0
CAB20304,0
CAB20305,11
CAB20306,0
CAB20307,0
CAB20308,0
CAB20309,2
CAB20311,0
CAB20312,0
CAB20313,2
CAB20314,2
CAB20315,2
CAB20316,2
CAB20317,2
CAB20318,0
CAB20319,0
CAB20320,0
CAB20321,0
CAB20322,2
CAB20323,0
CAB20327,0
CAB20428,0
CAB20429,0
CAB20430,0
CAB20431,0
CAB20432,0
CAB20433,0
CAB20434,0
CAB20436,0
CAB20437,0
CAB20449,0
CAB20455,0
CAB20463,0
CAB20477,0
CAB20483,0
CAB20484,0
CAB20485,0
CAB20486,0
CAB20601,4
CAB20602,4
CAB20603,0
CAB20604,0
CABL00689,46
CABL00690,348
CABL00710,0
CABL00711,0
CABL00712,196
CABL00713,975
CABL00714,1824
CABL00715,738
CABL00716,912
CABL00717,5693
CABL00718,3121
CABL00719,6286
CABL00720,900
CABL00721,4295
CABL00722,1580
CABL00723,280
CABL00724,687
CABL00725,1684
CABL00726,610
CABL00727,0
CABL00729,3684
CABL00730,2003
CABL00731,2426
CABL00732,200
CABL00733,0
CABL00734,326
CABL00735,1719
CABL00740,150
CABL00741,0
CABL00742,0
CABL00744,0
CABL00745,0
CABL00746,180
CABL00747,500
CABL00748,20
CABL00749,82
CABL00750,151
CABL00751,7093
CABL00752,24
CABL00753,0
CABL00754,85
CABL00756,0
CABL00757,265
CABL00758,357
CABL00759,287
CABL00760,222
CABL00761,608
CABL00762,104
CABL00763,300
CABL00764,69
CABL00765,244
CABL00766,50
CABL00768,0
CABL00769,0
CABL00771,128
CABL00772,200
CABL00775,0
CABL00776,500
CABL00778,0
CABL00779,0
CABL00780,0
CABL00781,87
CABL00782,113
CABL00783,413
CABL00784,126
CABL00785,0
CABL00786,162
CABL00787,0
CABL01130,106
CABL01145,1210
CABL01146,1220
CABL01147,1220
CABL01161,1264
CABL01180,0
CABL01609,0
CABL01668,4
CABL01686,172
CABL01730,186
CABL01753,2062
CABL01761,83
CABL01775,290
CABL01776,70
CABL01784,30
CABL01786,970
CABL01833,6
CABL01834,892
CABL01876,20
CABL05794,447
CABL06033,1583
CABL06034,1570
CABL06038,400
CABL06044,249
CABL09202,36
CABL09216,506
CABL09750,0
CABL09813,6
CABL10119,1514
CABL10120,1242
CABL10121,1247
CABL10122,480
CABL10814,177
CABL10815,0
CABL11205,56
CABL12021,0
CABL12269,0
CABL12331,89
CABL12474,868
CABL13577,307
CABL14182,0
CABL14184,0
CABL14427,0
CABL14643,0
CABL15127,1473
CABL15128,575
CABL15131,2572
CABL15132,610
CABL15133,0
CABL15134,645
CABL15135,55
CABL15136,0
CABL15137,24
CABL15138,0
CABL15139,284
CABL15140,0
CABL15144,0
CABL15199,228
CABL15200,949
CABL15201,703
CABL15202,1395
CABL15203,486
CABL15204,924
CABL15205,1483
CABL15206,1153
CABL15207,1941
CABL15208,858
CABL15210,730
CABL15211,744
CABL15212,1403
CABL15213,359
CABL15214,514
CABL15215,1129
CABL15216,723
CABL15217,0
CABL15218,0
CABL15219,43
CABL15221,1614
CABL15222,0
CABL15223,0
CABL15224,7
CABL15225,0
CABL15226,122
CABL15227,0
CABL15228,0
CABL15229,0
CABL15230,0
CABL15231,275
CABL15232,1093
CABL15233,101
CABL15234,45
CABL15235,0
CABL15236,0
CABL15237,0
CABL15238,304
CABL15239,0
CABL15240,0
CABL15241,0
CABL15242,0
CABL15243,743
CABL15244,0
CABL15245,21
CABL15246,610
CABL15247,0
CABL15249,0
CABL15250,0
CABL15251,196
CABL15252,215
CABL15253,1
CABL15254,0
CABL15256,0
CABL15257,0
CABL15258,0
CABL15259,0
CABL15260,622
CABL15261,777
CABL15262,0
CABL15263,0
CABL15264,0
CABL15265,0
CABL15266,0
CABL15267,9
CABL15268,4
CABL15269,0
CABL15270,0
CABL15271,0
CABL15272,0
CABL15273,0
CABL15274,0
CABL15275,0
CABL15276,120
CABL15277,20
CABL15278,1148
CABL15279,0
CABL15281,101
CABL15282,0
CABL15283,0
CABL15284,122
CABL15285,424
CABL15286,687
CABL15288,904
CABL15289,427
CABL15290,827
CABL15291,195
CABL15292,129
CABL15297,170
CABL15298,0
CABL15299,0
CABL15300,170
CABL15301,66
CABL15302,4
CABL15303,179
CABL15304,316
CABL15305,152
CABL15306,331
CABL15307,0
CABL15308,0
CABL15309,0
CABL15310,528
CABL15311,159
CABL15312,12
CABL15313,114
CABL15314,0
CABL15315,0
CABL15316,0
CABL15317,0
CABL15318,0
CABL15319,0
CABL15320,15
CABL15321,80
CABL15322,17
CABL15323,0
CABL15324,305
CABL15325,1598
CABL15326,6643
CABL15327,2367
CABL15328,2000
CABL15329,270
CABL15330,197
CABL15331,55
CABL15332,0
CABL15333,617
CABL15334,490
CABL15335,1960
CABL15336,218
CABL15337,610
CABL15338,6
CABL15339,2985
CABL15340,0
CABL15341,0
CABL15342,0
CABL15343,0
CABL15344,0
CABL15345,5
CABL15346,0
CABL15347,0
CABL15348,0
CABL15349,0
CABL15350,44
CABL15351,0
CABL15352,0
CABL15353,0
CABL15354,0
CABL15355,0
CABL15356,0
CABL15357,0
CABL15358,0
CABL15359,0
CABL15360,0
CABL15361,0
CABL15362,10
CABL15363,0
CABLES_BPPR01,0
CABLES_BPPR02,0
CABLES_FF6,0
CABLES_FFE,0
CABLES_FFE8,0
CABLES_TBFF,0
CAM300A02,0
CAM300A03,0
CAMA00A90000,0
CAMA01A10005,0
CAMA01A11005,0
CAMA01A12005,0
CAMA01A12006,0
CAMA01A13005,0
CAMA01A13006,0
CAMA01A14005,0
CAMA01A14006,0
CAMA01A14007,0
CAMA01A14008,0
CAMA01A14505,0
CAMA01A14506,0
CAMA01A30005,0
CAMA01A30006,0
CAMA01A30105,0
CAMA01A30106,0
CAMA01A50005,0
CAMA01A50105,0
CAMA01A50106,0
CAMA01A50107,0
CAMA01A50108,0
CAMA01A50125,0
CAMA01A90005,0
CAMA01M50001,0
CAMA01M50002,0
CAMA01M50003,5
CAMA01M50004,0
CAMA01M50005,0
CAMA01M50006,1
CAMA01M50007,0
CAMA01M50008,0
CAMA01M50009,0
CAMA01M50010,6
CAMA01M50011,0
CAMA01M50012,0
CAMA01M50013,0
CAMA01M50015,12
CAMA01M50016,3
CAMA01M50017,0
CAMA01M50018,1
CAMA01M50019,2
CAMA01M50020,0
CAMA01M50022,1
CAMA01M50023,0
CAMA01M50024,0
CAMA01M50026,0
CAMA01M50027,0
CAMA01M50028,0
CAMA01M50029,0
CAMA01M50030,1
CAMA01M50031,1
CAMA01M50032,0
CAMA01M50033,2
CAMA01M50035,1
CAMA01M50036,0
CAMA01M50038,0
CAMA01M50039,0
CAMA01M50040,0
CAMA01M50041,0
CAMA01M50042,0
CAMA01M50043,0
CAMA01M50044,0
CAMA01M50045,1
CAMA01M50046,0
CAMA01M50047,0
CAMA01M50048,0
CAMA01M50049,1
CAMA01M50050,0
CAMA01M50051,1
CAMA01M50053,0
CAMA01M50054,0
CAMA01M50055,0
CAMA01M50056,1
CAMA01M50057,0
CAMA01M50058,0
CAMA01M50059,0
CAMA01M50060,0
CAMA01M50061,0
CAMA01M50062,0
CAMA01M50063,1
CAMA01M50064,2
CAMA01M50065,0
CAMA01M50066,0
CAMA01M50067,0
CAMA01M50068,0
CAMA01M50069,0
CAMA01M50070,0
CAMA01M50071,1
CAMA01M50072,1
CAMA01M50073,0
CAMA01M50074,2
CAMA01M50075,3
CAMA01M50076,1
CAMA01M50077,2
CAMA01M50078,0
CAMA01M50082,2
CAMA01M50083,0
CAMA01M50086,0
CAMA01M50088,0
CAMA01M50089,0
CAMA01O00001,0
CAMA01O00002,0
CAMA02A10000,0
CAMA02A10005,0
CAMA02A10100,0
CAMA02A11000,0
CAMA02A11100,0
CAMA02A30006,0
CAMA02A50005,0
CAMA02A50105,0
CAMA02A50106,0
CAMA02A50115,0
CAMA02A50125,0
CAMA02A50300,0
CAMA02A90005,0
CAMA02C10000,0
CAMA02M11101,0
CAMA02M11102,0
CAMA02M50079,3
CAMA02M50080,0
CAMA02M50081,0
CAMA02M50084,0
CAMA02M50085,1
CAMA02M50087,0
CAMA02M50090,2
CAMA02M50091,3
CAMA02M50092,3
CAMA02M50093,1
CAMA02M50094,2
CAMA02M50095,0
